#sample	Chrom_4	Chrom_15	Chrom_X	Chrom_Y	Chrom_X/4	Chrom_X/15	Chrom_Y/4	Chrom_Y/15	Dist_Female	Dist_Male	Sex
HG01605	1.01508	0.786462	1.34806	0.00135143	1.32803	1.71408	0.00133135	0.00171837	0.521058	1.13947	F
