#sample	Chrom_4	Chrom_15	Chrom_X	Chrom_Y	Chrom_X/4	Chrom_X/15	Chrom_Y/4	Chrom_Y/15	Dist_Female	Dist_Male	Sex
HG01610	1.04385	0.826738	0.751076	0.435707	0.719525	0.908481	0.417404	0.52702	0.518896	0.321961	M
