#sample	Chrom_4	Chrom_15	Chrom_X	Chrom_Y	Chrom_X/4	Chrom_X/15	Chrom_Y/4	Chrom_Y/15	Dist_Female	Dist_Male	Sex
HG01607	0.791177	0.62241	1.08643	0.00272915	1.37319	1.74553	0.00344948	0.00438481	0.55937	1.1725	F
